pruid,prname,prnameFR,date,numconf,numdeaths,numtested,numrecover,numtoday,numdeathstoday,numtestedtoday,numrecoveredtoday,percentactive
59,British Columbia,Colombie-Britannique,17-05-2020,2428,141,103026,1932,0,0,1140,0,14.62
48,Alberta,Alberta,17-05-2020,6644,127,196309,5453,57,1,3211,76,16.01
47,Saskatchewan,Saskatchewan,17-05-2020,592,6,37403,444,1,0,586,11,23.99
46,Manitoba,Manitoba,17-05-2020,278,7,34042,257,0,0,747,0,8.65
35,Ontario,Ontario,17-05-2020,22653,1881,527010,17360,340,23,15687,340,15.06
24,Quebec,Québec,17-05-2020,42920,3562,327782,11754,737,79,8310,296,64.32
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-05-2020,260,3,10622,249,0,0,98,0,3.08
13,New Brunswick,Nouveau-Brunswick,17-05-2020,120,0,19010,120,0,0,235,0,0
12,Nova Scotia,Nouvelle-Écosse,17-05-2020,1040,55,37183,938,3,0,267,8,4.52
11,Prince Edward Island,Île-du-Prince-Édouard,17-05-2020,27,0,4619,27,0,0,150,0,0
60,Yukon,Yukon,17-05-2020,11,0,1124,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,17-05-2020,5,0,1865,5,0,0,14,0,0
62,Nunavut,Nunavut,17-05-2020,0,0,658,0,0,0,30,0,
99,Repatriated travellers,Voyageurs rapatriés,17-05-2020,13,,76,,0,,0,,
1,Canada,Canada,17-05-2020,76991,5782,1300729,38550,1138,103,30475,731,42.43
59,British Columbia,Colombie-Britannique,18-05-2020,2444,143,105078,1966,16,2,2052,34,13.71
48,Alberta,Alberta,18-05-2020,6683,128,199237,5519,39,1,2928,66,15.5
47,Saskatchewan,Saskatchewan,18-05-2020,592,6,37697,455,0,0,294,11,22.13
46,Manitoba,Manitoba,18-05-2020,279,7,34498,257,1,0,456,0,8.97
35,Ontario,Ontario,18-05-2020,22957,1904,535866,17638,304,23,8856,278,14.88
24,Quebec,Québec,18-05-2020,43627,3596,335232,12045,707,34,7450,291,64.15
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,18-05-2020,260,3,10673,249,0,0,51,0,3.08
13,New Brunswick,Nouveau-Brunswick,18-05-2020,120,0,19260,120,0,0,250,0,0
12,Nova Scotia,Nouvelle-Écosse,18-05-2020,1043,55,37406,946,3,0,223,8,4.03
11,Prince Edward Island,Île-du-Prince-Édouard,18-05-2020,27,0,4761,27,0,0,142,0,0
60,Yukon,Yukon,18-05-2020,11,0,1124,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,18-05-2020,5,0,1879,5,0,0,14,0,0
62,Nunavut,Nunavut,18-05-2020,0,0,660,0,0,0,2,0,
99,Repatriated travellers,Voyageurs rapatriés,18-05-2020,13,,76,,0,,0,,
1,Canada,Canada,18-05-2020,78061,5842,1323447,39238,1070,60,22718,688,42.26
59,British Columbia,Colombie-Britannique,19-05-2020,2446,146,106824,1975,2,3,1746,9,13.29
48,Alberta,Alberta,19-05-2020,6716,128,201283,5584,33,0,2046,65,14.95
47,Saskatchewan,Saskatchewan,19-05-2020,599,6,38064,470,7,0,367,15,20.53
46,Manitoba,Manitoba,19-05-2020,279,7,34892,257,0,0,394,0,8.97
35,Ontario,Ontario,19-05-2020,23384,1919,541489,17898,427,15,5623,260,15.25
24,Quebec,Québec,19-05-2020,44197,3647,341102,12497,570,51,5870,452,63.47
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-05-2020,260,3,10744,250,0,0,71,1,2.69
13,New Brunswick,Nouveau-Brunswick,19-05-2020,120,0,19453,120,0,0,193,0,0
12,Nova Scotia,Nouvelle-Écosse,19-05-2020,1044,56,37594,956,1,1,188,10,3.07
11,Prince Edward Island,Île-du-Prince-Édouard,19-05-2020,27,0,4761,27,0,0,0,0,0
60,Yukon,Yukon,19-05-2020,11,0,1134,11,0,0,10,0,0
61,Northwest Territories,Territoires du Nord-Ouest,19-05-2020,5,0,1890,5,0,0,11,0,0
62,Nunavut,Nunavut,19-05-2020,0,0,665,0,0,0,5,0,
99,Repatriated travellers,Voyageurs rapatriés,19-05-2020,13,,76,,0,,0,,
1,Canada,Canada,19-05-2020,79101,5912,1339971,40050,1040,70,16524,812,41.9
59,British Columbia,Colombie-Britannique,20-05-2020,2467,149,107152,2001,21,3,328,26,12.85
48,Alberta,Alberta,20-05-2020,6716,128,203397,5584,0,0,2114,0,14.95
47,Saskatchewan,Saskatchewan,20-05-2020,620,6,38332,470,21,0,268,0,23.23
46,Manitoba,Manitoba,20-05-2020,279,7,35133,257,0,0,241,0,8.97
35,Ontario,Ontario,20-05-2020,23774,1962,548629,18190,390,43,7140,292,15.24
24,Quebec,Québec,20-05-2020,44775,3718,346684,12822,578,71,5582,325,63.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-05-2020,260,3,10841,250,0,0,97,0,2.69
13,New Brunswick,Nouveau-Brunswick,20-05-2020,120,0,19745,120,0,0,292,0,0
12,Nova Scotia,Nouvelle-Écosse,20-05-2020,1045,57,37932,956,1,1,338,0,3.06
11,Prince Edward Island,Île-du-Prince-Édouard,20-05-2020,27,0,4951,27,0,0,190,0,0
60,Yukon,Yukon,20-05-2020,11,0,1141,11,0,0,7,0,0
61,Northwest Territories,Territoires du Nord-Ouest,20-05-2020,5,0,1890,5,0,0,0,0,0
62,Nunavut,Nunavut,20-05-2020,0,0,676,0,0,0,11,0,
99,Repatriated travellers,Voyageurs rapatriés,20-05-2020,13,,76,,0,,0,,
1,Canada,Canada,20-05-2020,80112,6030,1375126,40693,1011,118,35155,643,41.69
59,British Columbia,Colombie-Britannique,21-05-2020,2479,152,108320,2020,12,3,1168,19,12.38
48,Alberta,Alberta,21-05-2020,6768,132,205778,5710,52,4,2381,126,13.68
47,Saskatchewan,Saskatchewan,21-05-2020,622,7,38732,509,2,1,400,39,17.04
46,Manitoba,Manitoba,21-05-2020,279,7,35723,265,0,0,590,8,6.21
35,Ontario,Ontario,21-05-2020,24187,1993,558792,18509,413,31,10163,319,15.24
24,Quebec,Québec,21-05-2020,45495,3800,354172,13327,720,82,7488,505,62.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21-05-2020,260,3,10967,253,0,0,126,3,1.54
13,New Brunswick,Nouveau-Brunswick,21-05-2020,121,0,20104,120,1,0,359,0,0.83
12,Nova Scotia,Nouvelle-Écosse,21-05-2020,1046,58,38275,959,1,1,343,3,2.77
11,Prince Edward Island,Île-du-Prince-Édouard,21-05-2020,27,0,5066,27,0,0,115,0,0
60,Yukon,Yukon,21-05-2020,11,0,1142,11,0,0,1,0,0
61,Northwest Territories,Territoires du Nord-Ouest,21-05-2020,5,0,1899,5,0,0,9,0,0
62,Nunavut,Nunavut,21-05-2020,0,0,685,0,0,0,9,0,
99,Repatriated travellers,Voyageurs rapatriés,21-05-2020,13,,76,13,0,,0,13,
1,Canada,Canada,21-05-2020,81313,6152,1379731,41728,1201,122,4605,1035,41.12
59,British Columbia,Colombie-Britannique,22-05-2020,2507,155,109844,2042,28,3,1524,22,12.37
48,Alberta,Alberta,22-05-2020,6800,134,209412,5801,32,2,3634,91,12.72
47,Saskatchewan,Saskatchewan,22-05-2020,627,7,39072,521,5,0,340,12,15.79
46,Manitoba,Manitoba,22-05-2020,281,7,36590,267,2,0,867,2,6.16
35,Ontario,Ontario,22-05-2020,24628,2021,569699,18767,441,28,10907,258,15.59
24,Quebec,Québec,22-05-2020,46141,3865,361628,13819,646,65,7456,492,61.67
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-05-2020,260,3,11096,253,0,0,129,0,1.54
13,New Brunswick,Nouveau-Brunswick,22-05-2020,121,0,20309,120,0,0,205,0,0.83
12,Nova Scotia,Nouvelle-Écosse,22-05-2020,1048,58,38613,961,2,0,338,2,2.77
11,Prince Edward Island,Île-du-Prince-Édouard,22-05-2020,27,0,5201,27,0,0,135,0,0
60,Yukon,Yukon,22-05-2020,11,0,1145,11,0,0,3,0,0
61,Northwest Territories,Territoires du Nord-Ouest,22-05-2020,5,0,1906,5,0,0,7,0,0
62,Nunavut,Nunavut,22-05-2020,0,0,693,0,0,0,8,0,
99,Repatriated travellers,Voyageurs rapatriés,22-05-2020,13,,76,13,0,,0,0,
1,Canada,Canada,22-05-2020,82469,6250,1405284,42607,1156,98,25553,879,40.77
59,British Columbia,Colombie-Britannique,23-05-2020,2517,157,111546,2057,10,2,1702,15,12.04
48,Alberta,Alberta,23-05-2020,6818,135,212724,5869,18,1,3312,68,11.94
47,Saskatchewan,Saskatchewan,23-05-2020,630,7,39559,535,3,0,487,14,13.97
46,Manitoba,Manitoba,23-05-2020,281,7,37025,268,0,0,435,1,5.82
35,Ontario,Ontario,23-05-2020,25040,2048,580366,19146,412,27,10667,379,15.36
24,Quebec,Québec,23-05-2020,46838,3940,370820,14044,697,75,9192,225,61.6
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-05-2020,260,3,11207,254,0,0,111,1,1.15
13,New Brunswick,Nouveau-Brunswick,23-05-2020,121,0,20563,120,0,0,254,0,0.83
12,Nova Scotia,Nouvelle-Écosse,23-05-2020,1049,58,38972,969,1,0,359,8,2.1
11,Prince Edward Island,Île-du-Prince-Édouard,23-05-2020,27,0,5380,27,0,0,179,0,0
60,Yukon,Yukon,23-05-2020,11,0,1145,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,23-05-2020,5,0,1906,5,0,0,0,0,0
62,Nunavut,Nunavut,23-05-2020,0,0,698,0,0,0,5,0,
99,Repatriated travellers,Voyageurs rapatriés,23-05-2020,13,,76,13,0,,0,0,
1,Canada,Canada,23-05-2020,83610,6355,1431987,43318,1141,105,26703,711,40.6
59,British Columbia,Colombie-Britannique,24-05-2020,2517,157,113159,2057,0,0,1613,0,12.04
48,Alberta,Alberta,24-05-2020,6860,135,216168,5924,42,0,3444,55,11.68
47,Saskatchewan,Saskatchewan,24-05-2020,632,7,39925,538,2,0,366,3,13.77
46,Manitoba,Manitoba,24-05-2020,281,7,37903,268,0,0,878,0,5.82
35,Ontario,Ontario,24-05-2020,25500,2073,591377,19477,460,25,11011,331,15.49
24,Quebec,Québec,24-05-2020,47411,3984,380061,14331,573,44,9241,287,61.37
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-05-2020,260,3,11285,254,0,0,78,0,1.15
13,New Brunswick,Nouveau-Brunswick,24-05-2020,121,0,20764,120,0,0,201,0,0.83
12,Nova Scotia,Nouvelle-Écosse,24-05-2020,1050,58,39330,973,1,0,358,4,1.81
11,Prince Edward Island,Île-du-Prince-Édouard,24-05-2020,27,0,5482,27,0,0,102,0,0
60,Yukon,Yukon,24-05-2020,11,0,1145,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,24-05-2020,5,0,1906,5,0,0,0,0,0
62,Nunavut,Nunavut,24-05-2020,0,0,707,0,0,0,9,0,
99,Repatriated travellers,Voyageurs rapatriés,24-05-2020,13,,76,13,0,,0,0,
1,Canada,Canada,24-05-2020,84688,6424,1459288,43998,1078,69,27301,680,40.47
59,British Columbia,Colombie-Britannique,25-05-2020,2530,161,114805,2102,13,4,1646,45,10.55
48,Alberta,Alberta,25-05-2020,6879,138,218740,5979,19,3,2572,55,11.08
47,Saskatchewan,Saskatchewan,25-05-2020,634,7,40304,546,2,0,379,8,12.78
46,Manitoba,Manitoba,25-05-2020,281,7,38072,268,0,0,169,0,5.82
35,Ontario,Ontario,25-05-2020,25904,2102,599280,19698,404,29,7903,221,15.84
24,Quebec,Québec,25-05-2020,47984,4069,389618,14654,573,85,9557,323,60.98
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,25-05-2020,260,3,11333,254,0,0,48,0,1.15
13,New Brunswick,Nouveau-Brunswick,25-05-2020,121,0,21032,120,0,0,268,0,0.83
12,Nova Scotia,Nouvelle-Écosse,25-05-2020,1051,58,39836,974,1,0,506,1,1.81
11,Prince Edward Island,Île-du-Prince-Édouard,25-05-2020,27,0,5553,27,0,0,71,0,0
60,Yukon,Yukon,25-05-2020,11,0,1154,11,0,0,9,0,0
61,Northwest Territories,Territoires du Nord-Ouest,25-05-2020,5,0,1955,5,0,0,49,0,0
62,Nunavut,Nunavut,25-05-2020,0,0,710,0,0,0,3,0,
99,Repatriated travellers,Voyageurs rapatriés,25-05-2020,13,,76,13,0,,0,0,
1,Canada,Canada,25-05-2020,85700,6545,1482468,44651,1012,121,23180,653,40.27
59,British Columbia,Colombie-Britannique,26-05-2020,2541,161,115269,2122,11,0,464,20,10.15
48,Alberta,Alberta,26-05-2020,6901,139,221173,6048,22,1,2433,69,10.35
47,Saskatchewan,Saskatchewan,26-05-2020,634,8,40509,549,0,1,205,3,12.15
46,Manitoba,Manitoba,26-05-2020,281,7,38775,269,0,0,703,1,5.48
35,Ontario,Ontario,26-05-2020,26191,2123,608832,19958,287,21,9552,260,15.69
24,Quebec,Québec,26-05-2020,48598,4139,395775,14999,614,70,6157,345,60.62
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-05-2020,260,3,11474,255,0,0,141,1,0.77
13,New Brunswick,Nouveau-Brunswick,26-05-2020,122,0,21320,120,1,0,288,0,1.64
12,Nova Scotia,Nouvelle-Écosse,26-05-2020,1052,59,40334,976,1,1,498,2,1.62
11,Prince Edward Island,Île-du-Prince-Édouard,26-05-2020,27,0,5631,27,0,0,78,0,0
60,Yukon,Yukon,26-05-2020,11,0,1154,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,26-05-2020,5,0,1955,5,0,0,0,0,0
62,Nunavut,Nunavut,26-05-2020,0,0,713,0,0,0,3,0,
99,Repatriated travellers,Voyageurs rapatriés,26-05-2020,13,,76,13,0,,0,0,
1,Canada,Canada,26-05-2020,86636,6639,1502990,45352,936,94,20522,701,40
59,British Columbia,Colombie-Britannique,27-05-2020,2550,162,116762,2144,9,1,1493,22,9.57
48,Alberta,Alberta,27-05-2020,6926,141,223771,6106,25,2,2598,58,9.8
47,Saskatchewan,Saskatchewan,27-05-2020,637,10,40969,559,3,2,460,10,10.68
46,Manitoba,Manitoba,27-05-2020,281,7,39790,271,0,0,1015,2,4.79
35,Ontario,Ontario,27-05-2020,26483,2155,623470,20372,292,32,14638,414,14.94
24,Quebec,Québec,27-05-2020,49139,4228,402059,15319,541,89,6284,320,60.22
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-05-2020,260,3,11568,255,0,0,94,0,0.77
13,New Brunswick,Nouveau-Brunswick,27-05-2020,123,0,21644,120,1,0,324,0,2.44
12,Nova Scotia,Nouvelle-Écosse,27-05-2020,1053,59,41075,975,1,0,741,-1,1.8
11,Prince Edward Island,Île-du-Prince-Édouard,27-05-2020,27,0,5889,27,0,0,258,0,0
60,Yukon,Yukon,27-05-2020,11,0,1159,11,0,0,5,0,0
61,Northwest Territories,Territoires du Nord-Ouest,27-05-2020,5,0,1973,5,0,0,18,0,0
62,Nunavut,Nunavut,27-05-2020,0,0,726,0,0,0,13,0,
99,Repatriated travellers,Voyageurs rapatriés,27-05-2020,13,,76,13,0,,0,0,
1,Canada,Canada,27-05-2020,87508,6765,1530931,46177,872,126,27941,825,39.51
59,British Columbia,Colombie-Britannique,28-05-2020,2558,164,118177,2153,8,2,1415,9,9.42
48,Alberta,Alberta,28-05-2020,6955,143,226364,6160,29,2,2593,54,9.37
47,Saskatchewan,Saskatchewan,28-05-2020,639,10,41605,568,2,0,636,9,9.55
46,Manitoba,Manitoba,28-05-2020,283,7,40709,273,2,0,919,2,4.76
35,Ontario,Ontario,28-05-2020,26866,2189,640509,20673,383,34,17039,301,14.9
24,Quebec,Québec,28-05-2020,49702,4302,409135,15618,563,74,7076,299,59.92
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-05-2020,261,3,11769,255,1,0,201,0,1.15
13,New Brunswick,Nouveau-Brunswick,28-05-2020,126,0,21980,120,3,0,336,0,4.76
12,Nova Scotia,Nouvelle-Écosse,28-05-2020,1055,59,41783,977,2,0,708,2,1.8
11,Prince Edward Island,Île-du-Prince-Édouard,28-05-2020,27,0,5889,27,0,0,0,0,0
60,Yukon,Yukon,28-05-2020,11,0,1163,11,0,0,4,0,0
61,Northwest Territories,Territoires du Nord-Ouest,28-05-2020,5,0,1994,5,0,0,21,0,0
62,Nunavut,Nunavut,28-05-2020,0,0,741,0,0,0,15,0,
99,Repatriated travellers,Voyageurs rapatriés,28-05-2020,13,,76,13,0,,0,0,
1,Canada,Canada,28-05-2020,88501,6877,1585235,46853,993,112,54304,676,39.3
59,British Columbia,Colombie-Britannique,29-05-2020,2562,164,119999,2170,4,0,1822,17,8.9
48,Alberta,Alberta,29-05-2020,6979,143,229675,6220,24,0,3311,60,8.83
47,Saskatchewan,Saskatchewan,29-05-2020,641,10,42114,570,2,0,509,2,9.52
46,Manitoba,Manitoba,29-05-2020,283,7,41578,273,0,0,869,0,4.76
35,Ontario,Ontario,29-05-2020,27210,2230,658429,20983,344,41,17920,310,14.69
24,Quebec,Québec,29-05-2020,50232,4363,417796,15908,530,61,8661,290,59.65
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-05-2020,261,3,11871,255,0,0,102,0,1.15
13,New Brunswick,Nouveau-Brunswick,29-05-2020,128,0,22508,120,2,0,528,0,6.25
12,Nova Scotia,Nouvelle-Écosse,29-05-2020,1055,59,42309,978,0,0,526,1,1.71
11,Prince Edward Island,Île-du-Prince-Édouard,29-05-2020,27,0,6168,27,0,0,279,0,0
60,Yukon,Yukon,29-05-2020,11,0,1176,11,0,0,13,0,0
61,Northwest Territories,Territoires du Nord-Ouest,29-05-2020,5,0,2001,5,0,0,7,0,0
62,Nunavut,Nunavut,29-05-2020,0,0,749,0,0,0,8,0,
99,Repatriated travellers,Voyageurs rapatriés,29-05-2020,13,,76,13,0,,0,0,
1,Canada,Canada,29-05-2020,89407,6979,1596449,47533,906,102,11214,680,39.04
59,British Columbia,Colombie-Britannique,30-05-2020,2573,164,121573,2181,11,0,1574,11,8.86
48,Alberta,Alberta,30-05-2020,6992,143,232702,6245,13,0,3027,25,8.64
47,Saskatchewan,Saskatchewan,30-05-2020,645,10,42674,580,4,0,560,10,8.53
46,Manitoba,Manitoba,30-05-2020,283,7,41578,278,0,0,0,5,3.06
35,Ontario,Ontario,30-05-2020,27533,2247,678394,21353,323,17,19965,370,14.28
24,Quebec,Québec,30-05-2020,50651,4439,428895,16070,419,76,11099,162,59.51
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-05-2020,261,3,12073,255,0,0,202,0,1.15
13,New Brunswick,Nouveau-Brunswick,30-05-2020,129,0,23157,120,1,0,649,0,6.98
12,Nova Scotia,Nouvelle-Écosse,30-05-2020,1056,60,42904,978,1,1,595,0,1.7
11,Prince Edward Island,Île-du-Prince-Édouard,30-05-2020,27,0,6302,27,0,0,134,0,0
60,Yukon,Yukon,30-05-2020,11,0,1176,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,30-05-2020,5,0,2001,5,0,0,0,0,0
62,Nunavut,Nunavut,30-05-2020,0,0,772,0,0,0,23,0,
99,Repatriated travellers,Voyageurs rapatriés,30-05-2020,13,,76,13,0,,0,0,
1,Canada,Canada,30-05-2020,90179,7073,1634277,48116,772,94,37828,583,38.81
59,British Columbia,Colombie-Britannique,31-05-2020,2573,164,123293,2181,0,0,1720,0,8.86
48,Alberta,Alberta,31-05-2020,7010,143,235415,6283,18,0,2713,38,8.33
47,Saskatchewan,Saskatchewan,31-05-2020,646,11,43284,582,1,1,610,2,8.2
46,Manitoba,Manitoba,31-05-2020,284,7,41578,278,1,0,0,0,3.39
35,Ontario,Ontario,31-05-2020,27859,2266,694851,21810,326,19,16457,457,13.58
24,Quebec,Québec,31-05-2020,51059,4641,436799,16346,408,202,7904,276,58.9
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,31-05-2020,261,3,12188,255,0,0,115,0,1.15
13,New Brunswick,Nouveau-Brunswick,31-05-2020,132,0,24667,120,3,0,1510,0,9.09
12,Nova Scotia,Nouvelle-Écosse,31-05-2020,1056,60,43287,981,0,0,383,3,1.42
11,Prince Edward Island,Île-du-Prince-Édouard,31-05-2020,27,0,6438,27,0,0,136,0,0
60,Yukon,Yukon,31-05-2020,11,0,1176,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,31-05-2020,5,0,2001,5,0,0,0,0,0
62,Nunavut,Nunavut,31-05-2020,0,0,778,0,0,0,6,0,
99,Repatriated travellers,Voyageurs rapatriés,31-05-2020,13,,76,13,0,,0,0,
1,Canada,Canada,31-05-2020,90936,7295,1665831,48892,757,222,31554,776,38.22
59,British Columbia,Colombie-Britannique,01-06-2020,2597,165,123788,2207,24,1,495,26,8.66
48,Alberta,Alberta,01-06-2020,7044,143,237747,6501,34,0,2332,218,5.68
47,Saskatchewan,Saskatchewan,01-06-2020,646,11,43657,588,0,0,373,6,7.28
46,Manitoba,Manitoba,01-06-2020,284,7,43807,278,0,0,2229,0,3.39
35,Ontario,Ontario,01-06-2020,28263,2276,708760,22153,404,10,13909,343,13.57
24,Quebec,Québec,01-06-2020,51354,4661,444782,16597,295,20,7983,251,58.6
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-06-2020,261,3,12253,255,0,0,65,0,1.15
13,New Brunswick,Nouveau-Brunswick,01-06-2020,132,0,26829,120,0,0,2162,0,9.09
12,Nova Scotia,Nouvelle-Écosse,01-06-2020,1057,60,43676,984,1,0,389,3,1.23
11,Prince Edward Island,Île-du-Prince-Édouard,01-06-2020,27,0,6531,27,0,0,93,0,0
60,Yukon,Yukon,01-06-2020,11,0,1176,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,01-06-2020,5,0,2052,5,0,0,51,0,0
62,Nunavut,Nunavut,01-06-2020,0,0,784,0,0,0,6,0,
99,Repatriated travellers,Voyageurs rapatriés,01-06-2020,13,,76,13,0,,0,0,
1,Canada,Canada,01-06-2020,91694,7326,1695918,49739,758,31,30087,847,37.77
59,British Columbia,Colombie-Britannique,02-06-2020,2601,165,125418,2229,4,0,1630,22,7.96
48,Alberta,Alberta,02-06-2020,7057,143,240477,6537,13,0,2730,36,5.34
47,Saskatchewan,Saskatchewan,02-06-2020,646,11,43932,602,0,0,275,14,5.11
46,Manitoba,Manitoba,02-06-2020,286,7,44400,278,2,0,593,0,4.04
35,Ontario,Ontario,02-06-2020,28709,2293,723506,22484,446,17,14746,331,13.7
24,Quebec,Québec,02-06-2020,51593,4713,450317,16803,239,52,5535,206,58.3
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-06-2020,261,3,12433,256,0,0,180,1,0.77
13,New Brunswick,Nouveau-Brunswick,02-06-2020,133,0,28827,120,1,0,1998,0,9.77
12,Nova Scotia,Nouvelle-Écosse,02-06-2020,1057,60,44180,992,0,0,504,8,0.47
11,Prince Edward Island,Île-du-Prince-Édouard,02-06-2020,27,0,6645,27,0,0,114,0,0
60,Yukon,Yukon,02-06-2020,11,0,1192,11,0,0,16,0,0
61,Northwest Territories,Territoires du Nord-Ouest,02-06-2020,5,0,2055,5,0,0,3,0,0
62,Nunavut,Nunavut,02-06-2020,0,0,792,0,0,0,8,0,
99,Repatriated travellers,Voyageurs rapatriés,02-06-2020,13,,76,13,0,,0,0,
1,Canada,Canada,02-06-2020,92399,7395,1724250,50357,705,69,28332,618,37.5
59,British Columbia,Colombie-Britannique,03-06-2020,2623,166,126694,2243,22,1,1276,14,8.16
48,Alberta,Alberta,03-06-2020,7076,145,244780,6587,19,2,4303,50,4.86
47,Saskatchewan,Saskatchewan,03-06-2020,647,11,44372,602,1,0,440,0,5.26
46,Manitoba,Manitoba,03-06-2020,287,7,45128,282,1,0,728,4,3.02
35,Ontario,Ontario,03-06-2020,29047,2312,740469,22811,338,19,16963,327,13.51
24,Quebec,Québec,03-06-2020,51884,4794,456561,17098,291,81,6244,295,57.81
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-06-2020,261,3,12601,256,0,0,168,0,0.77
13,New Brunswick,Nouveau-Brunswick,03-06-2020,135,0,29777,120,2,0,950,0,11.11
12,Nova Scotia,Nouvelle-Écosse,03-06-2020,1058,60,44644,993,1,0,464,1,0.47
11,Prince Edward Island,Île-du-Prince-Édouard,03-06-2020,27,0,6776,27,0,0,131,0,0
60,Yukon,Yukon,03-06-2020,11,0,1192,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,03-06-2020,5,0,2055,5,0,0,0,0,0
62,Nunavut,Nunavut,03-06-2020,0,0,801,0,0,0,9,0,
99,Repatriated travellers,Voyageurs rapatriés,03-06-2020,13,,76,13,0,,0,0,
1,Canada,Canada,03-06-2020,93074,7498,1755926,51048,675,103,31676,691,37.1
59,British Columbia,Colombie-Britannique,04-06-2020,2632,166,128341,2265,9,0,1647,22,7.64
48,Alberta,Alberta,04-06-2020,7091,146,248423,6611,15,1,3643,24,4.71
47,Saskatchewan,Saskatchewan,04-06-2020,648,11,45036,608,1,0,664,6,4.48
46,Manitoba,Manitoba,04-06-2020,287,7,46033,284,0,0,905,2,2.35
35,Ontario,Ontario,04-06-2020,29403,2357,760610,23208,356,45,20141,397,13.05
24,Quebec,Québec,04-06-2020,52143,4885,463267,17336,259,91,6706,238,57.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-06-2020,261,3,12803,256,0,0,202,0,0.77
13,New Brunswick,Nouveau-Brunswick,04-06-2020,136,1,30270,120,1,1,493,0,11.03
12,Nova Scotia,Nouvelle-Écosse,04-06-2020,1058,61,45224,995,0,1,580,2,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,04-06-2020,27,0,6925,27,0,0,149,0,0
60,Yukon,Yukon,04-06-2020,11,0,1201,11,0,0,9,0,0
61,Northwest Territories,Territoires du Nord-Ouest,04-06-2020,5,0,2083,5,0,0,28,0,0
62,Nunavut,Nunavut,04-06-2020,0,0,814,0,0,0,13,0,
99,Repatriated travellers,Voyageurs rapatriés,04-06-2020,13,,76,13,0,,0,0,
1,Canada,Canada,04-06-2020,93715,7637,1791106,51739,641,139,35180,691,36.65
59,British Columbia,Colombie-Britannique,05-06-2020,2632,167,130103,2272,0,1,1762,7,7.33
48,Alberta,Alberta,05-06-2020,7098,146,254050,6624,7,0,5627,13,4.62
47,Saskatchewan,Saskatchewan,05-06-2020,649,11,45623,611,1,0,587,3,4.16
46,Manitoba,Manitoba,05-06-2020,289,7,46668,284,2,0,635,0,3
35,Ontario,Ontario,05-06-2020,29747,2372,782597,23583,344,15,21987,375,12.75
24,Quebec,Québec,05-06-2020,52398,4935,470862,17764,255,50,7595,428,56.68
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-06-2020,261,3,12935,256,0,0,132,0,0.77
13,New Brunswick,Nouveau-Brunswick,05-06-2020,136,1,30645,121,0,0,375,1,10.29
12,Nova Scotia,Nouvelle-Écosse,05-06-2020,1058,61,45709,997,0,0,485,2,0
11,Prince Edward Island,Île-du-Prince-Édouard,05-06-2020,27,0,7111,27,0,0,186,0,0
60,Yukon,Yukon,05-06-2020,11,0,1201,11,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,05-06-2020,5,0,2097,5,0,0,14,0,0
62,Nunavut,Nunavut,05-06-2020,0,0,821,0,0,0,7,0,
99,Repatriated travellers,Voyageurs rapatriés,05-06-2020,13,,76,13,0,,0,0,
1,Canada,Canada,05-06-2020,94324,7703,1830498,52568,609,66,39392,829,36.11
59,British Columbia,Colombie-Britannique,06-06-2020,2632,167,131722,2272,0,0,1619,0,7.33
48,Alberta,Alberta,06-06-2020,7138,146,259031,6656,40,0,4981,32,4.71
47,Saskatchewan,Saskatchewan,06-06-2020,650,11,46118,611,1,0,495,0,4.31
